athlete_id,age,gender,sport,vo2_max,hrv,lactate_threshold,resting_heart_rate,max_heart_rate,stride_length,cadence,force_application,power_output,endurance_score,efficiency_score,adaptability_score,skiing_potential
RUN_243,24,Female,Running,48.1,107.13,70.21,57,195,1.48,89,300.9,,64.05,65.39,84.28,0.35
RUN_244,31,Female,Running,45.88,53.98,76.29,58,192,1.24,96,208.29,,73.75,98.36,63.14,0.03
RUN_245,23,Female,Running,53.23,73.25,76.58,48,185,1.16,98,398.42,,87.73,51.19,94.38,0.69
RUN_246,33,Male,Running,56.66,56.61,80.56,57,186,1.42,93,473.93,,74.6,74.06,54.33,0.27
RUN_247,20,Male,Running,66.93,55.97,80.63,55,197,1.09,83,276.13,,92.36,63.51,68.42,0.88
RUN_248,19,Male,Running,49.61,96.09,83.69,53,192,1.19,75,414.88,,85.65,86.99,78.18,0.9
RUN_249,32,Female,Running,60.31,76.97,60.75,58,178,1.4,89,368.3,,53.87,90.26,75.28,0.72
RUN_250,28,Male,Running,52.15,111.0,88.31,54,195,1.08,83,481.58,,80.34,91.12,82.75,0.18
RUN_251,28,Female,Running,74.94,86.15,62.1,43,177,1.34,62,544.24,,80.63,64.85,64.88,0.09
RUN_252,20,Male,Running,46.57,70.67,74.28,51,189,0.98,88,322.82,,69.04,63.71,87.89,0.82
RUN_253,21,Male,Running,57.46,100.46,87.59,46,188,1.29,71,561.91,,66.14,83.85,70.27,0.89
RUN_254,23,Female,Running,67.1,93.68,74.63,50,176,1.16,86,482.78,,53.14,96.41,56.26,0.35
RUN_255,29,Female,Running,76.96,105.97,61.91,46,198,0.92,88,214.87,,72.31,62.71,87.02,0.35
RUN_256,21,Female,Running,75.38,95.05,66.88,59,181,0.9,61,516.5,,66.83,95.53,95.6,0.39
RUN_257,29,Male,Running,76.33,61.69,77.36,42,170,1.12,88,397.85,,97.55,79.57,68.22,0.83
RUN_258,21,Female,Running,47.2,96.92,62.64,43,193,1.3,99,578.18,,83.71,86.9,79.48,0.71
RUN_259,19,Female,Running,74.43,77.41,72.71,41,199,1.22,68,329.45,,73.0,71.99,84.39,0.12
RUN_260,29,Female,Running,72.3,82.42,69.87,59,197,1.4,87,436.49,,87.73,90.34,91.58,0.63
RUN_261,30,Male,Running,76.59,114.51,84.46,54,186,1.07,96,582.46,,88.94,98.52,59.9,0.01
RUN_262,33,Female,Running,55.91,75.2,63.3,59,192,1.39,82,308.46,,74.02,58.53,78.5,0.71
RUN_263,21,Male,Running,76.91,92.84,80.48,51,175,0.83,72,388.78,,53.79,69.28,87.02,0.76
RUN_264,25,Male,Running,59.09,75.44,72.2,56,195,1.06,64,501.0,,89.03,93.12,59.96,0.81
RUN_265,22,Female,Running,67.19,56.63,77.63,57,193,0.85,91,476.44,,54.51,58.83,73.62,0.63
RUN_266,31,Female,Running,59.85,81.75,66.17,47,191,1.44,87,535.48,,92.38,70.65,73.22,0.18
RUN_267,32,Female,Running,59.97,91.79,78.29,47,174,1.13,74,407.92,,66.71,58.31,91.97,0.79
RUN_268,28,Female,Running,64.13,78.53,80.22,44,194,1.02,83,327.57,,81.91,82.42,88.87,0.9
RUN_269,27,Male,Running,57.46,77.35,62.11,48,189,1.14,91,414.03,,87.02,61.92,61.6,0.63
RUN_270,27,Female,Running,72.75,107.43,84.73,59,176,1.17,80,339.98,,51.76,69.04,61.65,0.28
RUN_271,23,Female,Running,67.18,52.08,85.84,59,191,1.39,64,270.57,,69.23,74.56,86.17,0.18
RUN_272,33,Male,Running,69.14,70.69,61.91,44,195,1.18,96,421.99,,80.21,64.86,86.98,0.23
RUN_273,21,Male,Running,53.09,106.82,78.1,49,191,1.1,95,219.35,,92.41,84.0,58.94,0.02
RUN_274,26,Female,Running,78.94,114.44,77.82,40,196,1.47,87,214.63,,85.89,55.56,70.56,0.01
RUN_275,27,Female,Running,68.11,78.86,60.37,43,181,1.48,91,225.83,,94.81,93.99,91.29,0.3
RUN_276,22,Female,Running,51.9,112.22,70.27,55,174,0.83,82,469.04,,54.14,74.07,53.97,0.92
RUN_277,27,Female,Running,71.27,63.93,89.07,57,171,1.29,75,362.79,,53.59,78.64,68.69,0.62
RUN_278,33,Female,Running,51.08,65.5,76.66,51,173,1.06,69,397.65,,85.68,81.11,82.23,0.39
RUN_279,28,Male,Running,47.22,109.23,88.0,59,186,1.27,88,337.36,,69.93,52.98,88.55,0.01
RUN_280,23,Male,Running,63.46,113.23,80.27,54,194,1.25,86,301.45,,74.08,87.85,82.63,0.99
RUN_281,24,Male,Running,64.37,65.6,60.85,57,194,1.03,94,343.32,,80.22,97.3,69.88,0.46
RUN_282,29,Female,Running,51.61,54.15,62.33,44,177,1.49,83,277.35,,99.3,76.0,99.6,0.99
RUN_283,30,Female,Running,57.19,56.32,81.67,53,189,1.05,82,471.5,,53.36,69.54,52.08,0.72
RUN_284,34,Female,Running,78.1,68.3,76.64,46,174,1.24,62,240.69,,55.44,89.24,74.74,0.05
RUN_285,26,Female,Running,54.98,103.3,63.81,50,186,1.37,95,406.76,,91.47,86.02,75.5,0.86
RUN_286,25,Male,Running,50.44,85.7,78.42,54,189,0.9,73,390.73,,51.03,82.55,61.99,0.53
RUN_287,33,Male,Running,79.74,81.89,84.31,50,173,1.01,63,320.77,,72.52,98.27,77.94,0.45
RUN_288,20,Female,Running,55.58,90.89,82.59,46,190,0.94,91,240.92,,88.71,79.09,61.0,0.76
RUN_289,22,Female,Running,68.81,112.32,67.38,59,187,1.35,79,481.34,,59.76,62.42,72.17,0.77
RUN_290,30,Female,Running,53.1,56.33,67.75,59,187,1.36,76,427.82,,59.35,51.24,71.58,0.8
RUN_291,33,Male,Running,64.25,98.63,89.04,43,197,0.98,88,523.79,,65.51,72.67,88.66,0.76
RUN_292,31,Male,Running,58.52,114.88,86.62,40,187,0.8,98,294.21,,57.5,82.62,97.13,0.64
RUN_293,28,Female,Running,78.66,64.93,69.55,41,185,1.1,91,516.63,,83.93,58.61,60.14,0.68
RUN_294,25,Female,Running,60.15,108.64,84.72,43,180,1.28,63,316.78,,60.01,51.29,99.58,0.86
RUN_295,29,Male,Running,65.45,98.86,64.85,44,177,1.24,83,245.04,,61.34,95.45,97.02,0.69
RUN_296,19,Female,Running,78.07,51.01,65.91,41,198,1.11,61,253.97,,78.75,65.1,55.63,0.1
RUN_297,26,Male,Running,79.62,66.21,65.44,41,181,1.01,73,288.42,,98.37,73.3,95.62,0.65
RUN_298,26,Female,Running,48.56,92.41,62.63,57,187,1.13,99,472.97,,95.69,54.55,78.23,0.17
RUN_299,31,Male,Running,74.2,85.17,85.64,53,191,0.81,97,297.58,,93.22,69.08,93.95,0.01
RUN_300,32,Female,Running,58.37,86.96,77.36,42,187,0.85,93,441.55,,76.55,71.19,97.28,0.21
RUN_301,28,Male,Running,65.82,66.24,67.77,57,198,0.91,61,302.61,,64.89,95.14,92.95,0.15
RUN_302,30,Male,Running,58.13,97.25,85.46,49,177,1.24,95,346.09,,85.29,93.27,70.14,0.1
RUN_303,22,Female,Running,59.04,68.65,84.08,45,185,0.95,65,555.89,,69.48,59.45,81.84,0.21
RUN_304,23,Male,Running,50.56,77.26,63.03,41,199,1.1,95,400.14,,88.9,77.8,73.24,0.56
RUN_305,22,Female,Running,65.05,75.82,79.32,59,186,1.23,81,440.1,,50.81,86.56,68.32,0.15
RUN_306,18,Male,Running,64.14,97.04,81.66,50,171,1.38,64,275.71,,76.48,64.59,62.54,0.28
RUN_307,25,Female,Running,51.63,56.32,81.47,57,199,1.18,97,252.6,,66.87,69.72,72.08,0.85
RUN_308,34,Female,Running,63.96,64.39,81.69,53,190,0.92,81,365.27,,62.45,99.24,90.3,0.89
RUN_309,28,Male,Running,79.06,64.03,65.08,59,191,1.47,70,542.15,,83.09,87.99,92.2,0.33
RUN_310,28,Female,Running,70.0,57.59,69.45,52,184,0.86,90,296.37,,82.92,71.86,97.9,0.9
RUN_311,20,Female,Running,61.83,64.53,85.33,46,194,1.06,88,448.68,,51.85,76.7,64.53,0.59
RUN_312,25,Female,Running,77.06,92.49,86.95,59,191,1.44,92,548.84,,97.38,81.29,82.52,0.23
RUN_313,25,Female,Running,65.14,101.25,68.38,49,193,1.22,81,573.76,,68.09,74.94,84.69,0.75
RUN_314,20,Male,Running,49.73,96.22,60.69,58,197,1.26,86,597.52,,95.87,70.58,59.57,0.92
RUN_315,27,Male,Running,64.16,83.26,85.79,52,176,1.01,67,505.18,,79.19,67.97,68.34,0.66
RUN_316,31,Female,Running,51.33,53.67,71.31,41,170,0.85,65,230.0,,82.63,58.45,67.11,0.2
RUN_317,20,Male,Running,71.86,117.13,69.88,59,171,1.06,84,548.58,,98.03,98.68,99.3,0.09
RUN_318,31,Female,Running,78.85,61.77,70.41,51,173,1.08,93,554.25,,91.11,54.57,97.92,0.23
RUN_319,28,Female,Running,57.63,96.79,72.47,47,185,0.99,68,422.91,,57.0,80.05,91.09,0.34
RUN_320,27,Female,Running,60.22,113.9,71.35,57,181,0.95,95,226.97,,50.26,97.98,73.64,0.33
RUN_321,31,Male,Running,59.75,98.84,76.99,41,186,1.05,90,390.67,,65.43,68.75,63.2,0.5
RUN_322,18,Female,Running,54.99,65.26,62.37,55,193,1.25,78,284.28,,74.43,62.62,95.8,0.51
RUN_323,33,Female,Running,72.8,72.11,89.15,47,173,1.46,60,376.84,,86.61,97.78,63.4,0.47
RUN_324,23,Male,Running,66.62,52.11,88.09,55,185,1.29,83,489.65,,83.05,90.09,76.1,0.34
RUN_325,33,Female,Running,47.24,92.89,88.03,47,176,1.35,93,467.02,,65.64,82.75,62.25,0.11
RUN_326,33,Male,Running,74.36,92.91,86.38,52,192,1.01,76,512.0,,77.1,80.6,98.56,0.42
RUN_327,22,Male,Running,51.55,100.79,79.81,45,177,0.87,93,390.61,,82.55,68.01,52.09,0.99
RUN_328,29,Male,Running,79.27,50.77,66.63,40,194,1.0,94,404.32,,75.69,82.07,58.72,0.65
RUN_329,23,Female,Running,58.18,107.25,61.48,41,178,1.08,95,574.28,,84.45,86.25,88.25,0.44
RUN_330,19,Female,Running,66.58,101.71,62.98,46,183,1.28,72,452.47,,74.26,51.59,57.57,0.08
RUN_331,33,Female,Running,47.72,59.86,69.72,52,192,1.46,84,499.02,,76.48,55.88,98.97,0.21
RUN_332,28,Female,Running,57.06,74.33,75.12,43,178,1.37,71,465.81,,97.04,65.76,66.07,0.57
RUN_333,29,Female,Running,73.08,94.7,89.8,48,184,0.99,80,456.19,,69.46,66.16,95.93,0.5
RUN_334,28,Female,Running,61.7,84.71,73.06,58,190,1.37,96,565.42,,87.79,95.03,83.11,0.02
RUN_335,25,Female,Running,76.66,58.06,75.74,59,195,1.09,97,342.59,,66.73,84.23,81.71,0.09
RUN_336,22,Female,Running,65.13,56.11,80.85,42,173,0.92,60,371.08,,66.59,68.68,95.77,0.36
RUN_337,29,Female,Running,77.5,104.7,65.42,41,172,1.12,65,351.9,,96.33,90.46,75.66,0.14
RUN_338,27,Female,Running,79.39,60.92,87.98,55,191,1.19,70,506.08,,84.93,66.16,70.04,0.96
RUN_339,32,Female,Running,60.89,62.05,75.87,49,179,1.33,75,547.37,,96.45,99.54,60.88,0.03
RUN_340,22,Female,Running,64.78,108.16,68.29,51,196,1.04,81,343.0,,99.73,89.08,57.23,0.97
RUN_341,34,Male,Running,74.22,92.85,88.05,57,194,0.9,70,256.94,,50.01,90.42,89.59,0.66
RUN_342,21,Male,Running,52.75,92.33,78.76,41,173,0.87,96,397.64,,99.16,63.05,56.4,0.41
RUN_343,29,Female,Running,75.16,83.55,74.51,53,199,0.88,85,593.73,,55.04,57.25,69.7,0.54
RUN_344,25,Female,Running,65.72,89.83,77.4,51,187,1.47,85,281.47,,53.52,69.48,70.46,0.41
RUN_345,34,Male,Running,70.39,92.12,82.45,59,180,1.47,80,380.8,,88.39,66.71,83.22,0.57
RUN_346,25,Male,Running,47.79,117.75,64.64,47,188,1.48,85,308.55,,67.51,88.49,63.93,0.15
RUN_347,30,Female,Running,71.82,65.61,85.94,46,188,1.01,74,569.07,,95.89,58.71,91.91,0.12
RUN_348,20,Female,Running,55.88,65.02,88.79,52,187,0.93,98,420.37,,77.23,76.37,60.37,0.53
RUN_349,20,Female,Running,73.18,54.01,77.01,54,182,1.49,94,431.5,,69.31,81.41,89.46,0.07
RUN_350,24,Female,Running,62.82,96.07,80.47,53,194,1.49,70,203.3,,53.67,69.26,92.49,0.29
RUN_351,24,Female,Running,54.61,88.43,85.8,44,173,0.85,68,461.11,,73.23,60.03,59.66,0.93
RUN_352,19,Male,Running,78.35,57.79,71.24,47,172,1.33,82,322.54,,63.89,94.78,90.47,0.88
RUN_353,24,Female,Running,71.78,75.52,89.78,57,185,1.0,63,405.37,,53.83,56.94,85.69,0.83
RUN_354,19,Male,Running,79.5,62.51,80.42,44,183,1.44,89,412.43,,83.52,65.19,93.72,0.51
RUN_355,24,Male,Running,57.76,73.2,72.72,48,179,0.86,87,436.89,,98.87,87.83,75.5,0.03
RUN_356,31,Female,Running,67.72,116.59,80.32,49,175,1.42,84,529.42,,68.95,80.27,61.69,0.12
RUN_357,32,Female,Running,66.41,97.83,75.65,56,177,0.8,81,319.57,,64.86,86.53,95.6,0.92
RUN_358,33,Male,Running,69.06,50.53,63.35,42,196,1.17,84,302.46,,54.5,90.44,89.5,0.84
RUN_359,25,Female,Running,46.34,67.68,83.88,40,193,1.03,85,518.32,,61.16,94.77,51.05,0.38
RUN_360,33,Male,Running,55.21,50.73,76.93,46,185,1.1,88,487.49,,64.25,65.23,96.97,0.73
RUN_361,24,Male,Running,76.83,100.04,83.88,54,179,1.1,91,290.25,,67.21,73.72,97.43,0.85
RUN_362,28,Female,Running,59.83,82.86,64.65,58,191,1.26,85,200.33,,81.7,84.42,67.77,0.62
RUN_363,21,Female,Running,78.62,119.58,76.15,47,190,0.82,87,466.37,,55.74,89.74,50.5,0.85
RUN_364,30,Female,Running,52.47,101.35,83.0,50,196,1.28,79,262.87,,52.92,78.89,77.63,0.24
RUN_365,34,Male,Running,79.91,86.25,89.65,41,176,0.82,61,582.8,,96.53,75.69,95.68,0.46
RUN_366,29,Male,Running,69.42,106.33,86.53,59,188,0.93,82,441.76,,89.96,84.59,56.22,0.58
RUN_367,27,Male,Running,72.17,99.34,85.93,41,197,1.22,98,539.86,,63.91,69.1,79.53,0.63
RUN_368,24,Female,Running,58.89,67.06,67.42,50,195,0.86,64,522.25,,81.94,94.69,86.59,0.99
RUN_369,29,Male,Running,76.75,87.12,85.14,59,187,1.49,80,423.12,,79.62,60.61,56.73,0.85
RUN_370,29,Female,Running,64.09,88.92,65.08,56,182,1.35,81,375.34,,87.15,94.2,75.66,0.06
RUN_371,30,Female,Running,68.83,81.59,65.94,49,177,1.29,70,398.72,,92.96,82.18,54.44,0.17
RUN_372,18,Male,Running,48.32,62.54,63.3,44,196,0.99,89,521.2,,67.89,80.03,77.91,0.66
RUN_373,24,Female,Running,67.11,65.64,85.73,42,197,0.83,87,456.18,,83.04,73.5,72.11,0.24
RUN_374,33,Male,Running,75.77,69.67,63.25,48,183,1.49,95,282.29,,90.1,57.74,63.23,0.16
RUN_375,33,Female,Running,51.24,50.72,64.14,59,178,0.9,76,443.74,,84.96,93.25,92.65,0.67
RUN_376,33,Female,Running,70.82,114.19,67.38,41,181,1.38,80,361.87,,96.11,52.63,69.09,0.54
RUN_377,33,Male,Running,45.89,98.03,77.18,58,175,0.94,96,224.52,,74.73,63.5,84.99,0.81
RUN_378,31,Female,Running,77.42,98.27,86.41,56,189,1.06,95,352.51,,90.13,55.49,89.53,0.32
RUN_379,28,Male,Running,79.4,90.06,72.55,51,191,1.29,84,291.04,,95.49,55.34,58.93,0.33
RUN_380,28,Female,Running,57.4,98.25,76.39,59,197,1.46,83,535.43,,77.85,69.52,55.96,0.15
RUN_381,19,Male,Running,48.75,118.73,64.99,48,192,0.81,89,242.0,,50.86,58.02,50.39,0.65
RUN_382,24,Male,Running,68.05,76.96,67.98,43,181,0.98,94,344.25,,90.9,79.07,65.29,0.71
RUN_383,26,Female,Running,46.04,99.88,64.02,57,193,1.34,80,478.2,,92.3,81.36,90.8,0.14
RUN_384,26,Female,Running,61.89,75.17,72.3,55,188,0.92,65,558.96,,69.99,94.1,88.64,0.25
RUN_385,31,Male,Running,54.51,109.8,77.71,49,181,0.88,80,334.13,,61.45,64.98,93.59,0.15
RUN_386,27,Male,Running,61.57,110.06,68.52,51,191,0.83,67,442.58,,98.91,65.46,88.03,0.75
RUN_387,33,Male,Running,45.64,113.16,85.38,50,199,1.15,64,349.46,,77.58,62.32,51.2,0.21
RUN_388,18,Male,Running,46.81,50.38,89.44,44,195,1.34,99,281.15,,75.81,89.09,69.28,0.15
RUN_389,19,Female,Running,45.56,70.87,63.6,59,191,1.47,69,330.29,,97.3,71.4,50.3,0.07
RUN_390,21,Female,Running,66.67,59.37,60.54,50,195,0.99,90,454.36,,70.4,77.62,51.8,0.83
RUN_391,19,Female,Running,64.6,81.78,83.69,55,176,0.88,89,486.54,,92.41,68.73,73.93,0.12
RUN_392,21,Female,Running,53.16,84.68,65.72,54,184,1.08,80,348.24,,85.03,57.84,68.0,0.03
RUN_393,23,Female,Running,67.63,67.91,70.59,45,185,0.84,95,261.01,,98.39,55.13,77.93,0.06
RUN_394,21,Male,Running,75.95,100.64,71.83,52,199,1.03,86,255.82,,71.43,93.41,53.31,0.37
RUN_395,22,Male,Running,54.71,68.88,87.5,55,173,1.25,97,525.05,,95.38,63.27,79.42,0.6
RUN_396,28,Female,Running,74.12,109.77,79.77,42,175,0.92,94,461.31,,78.44,97.08,53.25,0.4
RUN_397,30,Female,Running,68.19,62.44,61.22,57,185,1.24,91,491.21,,73.79,97.36,71.18,0.46
RUN_398,20,Male,Running,46.18,75.71,60.44,40,184,1.48,85,395.3,,65.28,73.95,67.62,0.92
RUN_399,28,Female,Running,58.13,93.56,65.99,56,171,1.4,63,382.93,,77.63,97.93,61.2,0.76
RUN_400,28,Female,Running,62.77,92.37,69.55,59,193,1.05,86,284.46,,78.63,51.42,65.6,0.34
RUN_401,19,Male,Running,70.61,55.46,74.54,45,172,1.1,95,267.34,,94.92,54.58,50.03,0.15
RUN_402,32,Female,Running,55.05,109.24,85.14,48,184,1.09,96,261.57,,85.2,62.17,66.2,0.75
RUN_403,25,Female,Running,79.4,91.86,69.44,43,194,1.4,86,596.72,,91.32,60.46,53.92,0.57
RUN_404,19,Female,Running,68.96,110.89,71.3,46,177,1.5,65,528.36,,88.46,62.63,96.07,0.96
RUN_405,25,Female,Running,58.05,110.73,69.88,50,181,1.38,77,450.45,,63.83,72.61,53.72,0.91
RUN_406,32,Male,Running,48.4,88.21,60.27,42,191,1.19,85,285.76,,60.29,53.15,97.66,0.56
RUN_407,33,Female,Running,51.35,113.75,88.66,55,195,0.87,83,335.06,,62.92,77.77,74.57,0.07
RUN_408,30,Female,Running,62.07,109.39,64.17,45,171,1.47,66,340.31,,57.33,65.47,75.66,0.03
RUN_409,34,Male,Running,62.31,117.07,68.63,46,184,1.4,73,391.07,,69.3,53.58,89.41,0.84
RUN_410,31,Male,Running,71.87,109.53,63.88,51,177,1.39,72,368.8,,82.7,87.66,84.77,0.7
RUN_411,31,Male,Running,70.42,107.48,74.72,46,196,1.07,85,573.66,,76.85,82.67,61.85,0.56
RUN_412,18,Female,Running,52.04,82.86,87.96,58,191,1.11,61,488.32,,83.96,89.67,51.27,0.69
RUN_413,18,Male,Running,65.82,64.84,63.02,55,180,0.88,82,232.56,,67.8,96.96,88.92,0.54
RUN_414,20,Male,Running,45.72,113.75,73.23,57,186,1.46,87,343.98,,60.26,79.29,56.49,0.58
RUN_415,32,Female,Running,58.95,100.58,60.67,49,191,1.46,60,253.19,,60.14,89.34,79.92,0.23
RUN_416,22,Male,Running,71.74,69.72,83.13,40,198,0.98,91,311.74,,80.04,59.96,97.13,0.46
RUN_417,22,Female,Running,58.98,73.87,79.24,47,190,1.29,71,583.56,,58.21,70.52,77.47,0.01
RUN_418,21,Female,Running,74.25,98.03,80.99,42,191,0.94,94,482.11,,69.86,76.5,64.28,0.67
RUN_419,31,Female,Running,79.17,83.45,74.17,55,198,1.08,85,203.14,,60.64,77.06,58.94,0.33
RUN_420,24,Male,Running,66.25,55.7,87.23,42,170,1.01,90,331.54,,83.14,85.92,51.35,0.66
RUN_421,32,Female,Running,50.08,59.9,72.29,41,189,1.07,71,375.48,,80.77,89.8,81.16,0.93
RUN_422,28,Male,Running,58.29,102.2,75.42,51,192,1.02,88,441.0,,69.06,83.34,77.9,0.59
RUN_423,31,Male,Running,45.33,73.0,80.86,47,198,1.04,64,399.89,,56.44,52.36,73.09,0.33
RUN_424,23,Female,Running,66.1,85.54,75.62,58,184,1.35,94,227.91,,60.59,67.56,59.69,0.21
RUN_425,27,Female,Running,73.75,103.66,65.68,57,190,1.01,66,406.22,,73.61,78.62,61.83,0.25
RUN_426,24,Male,Running,67.05,102.58,69.51,59,191,1.37,75,252.1,,98.6,75.39,97.93,0.99
RUN_427,27,Female,Running,72.51,61.69,62.77,54,171,1.2,91,407.68,,63.54,52.24,51.02,0.62
RUN_428,31,Male,Running,73.0,56.89,72.98,56,193,1.35,76,298.43,,59.56,99.03,68.17,0.44
RUN_429,22,Male,Running,74.79,91.38,78.28,57,179,1.44,80,257.68,,61.03,97.81,51.94,0.23
RUN_430,18,Male,Running,54.33,101.91,63.56,57,189,0.9,86,315.17,,85.41,88.69,59.58,0.77
RUN_431,25,Male,Running,75.49,60.43,78.92,48,175,1.04,99,239.85,,95.73,52.77,96.66,0.39
RUN_432,34,Male,Running,67.89,76.04,86.79,44,172,0.84,74,313.59,,53.76,71.51,57.48,0.3
RUN_433,33,Male,Running,55.14,110.92,70.13,50,194,1.08,82,546.77,,87.46,70.49,80.04,0.22
RUN_434,21,Female,Running,79.56,116.1,66.66,43,182,0.97,67,322.87,,74.73,77.9,67.35,0.19
RUN_435,25,Male,Running,78.26,81.78,86.79,49,193,1.2,84,388.09,,91.26,52.8,81.65,0.27
RUN_436,21,Male,Running,65.11,55.57,80.76,43,199,1.35,70,407.92,,71.08,71.18,92.61,0.63
RUN_437,30,Female,Running,74.51,68.04,63.16,42,184,1.14,80,271.32,,50.26,87.89,64.33,0.24
RUN_438,24,Female,Running,54.15,66.31,72.24,55,175,1.03,69,376.71,,84.14,99.9,53.93,0.06
RUN_439,18,Male,Running,59.56,66.73,80.22,50,178,0.91,68,541.19,,90.4,79.77,60.21,0.36
RUN_440,26,Male,Running,51.44,84.57,77.23,48,179,0.82,60,232.21,,95.1,97.03,71.95,0.58
RUN_441,21,Male,Running,63.2,90.83,78.56,40,178,1.27,81,569.13,,78.45,99.93,75.75,0.06
RUN_442,31,Female,Running,62.36,58.58,77.01,49,187,0.82,65,548.45,,56.1,71.74,97.09,0.45
RUN_443,26,Male,Running,52.45,112.25,83.94,51,178,1.44,89,542.33,,68.49,83.43,50.81,0.05
RUN_444,20,Male,Running,68.55,93.4,69.61,41,193,1.22,93,279.42,,89.21,60.66,87.88,0.77
RUN_445,32,Female,Running,49.12,91.81,81.25,54,187,1.05,72,393.73,,74.72,73.78,53.63,0.87
RUN_446,22,Female,Running,47.16,119.11,89.73,59,178,0.83,81,446.46,,84.96,53.92,53.9,0.96
RUN_447,18,Female,Running,58.47,93.97,71.7,55,174,1.09,65,239.98,,50.23,51.46,82.71,0.69
RUN_448,28,Male,Running,59.34,115.03,83.73,41,182,1.41,83,422.74,,53.65,94.65,95.45,0.63
RUN_449,22,Female,Running,56.19,70.04,67.38,52,181,1.48,80,536.02,,84.06,92.92,64.38,0.69
RUN_450,34,Male,Running,54.03,66.81,68.46,57,178,0.86,98,574.62,,64.51,65.6,63.47,0.85
RUN_451,34,Female,Running,56.86,86.16,88.05,58,188,1.34,82,311.33,,69.41,72.85,80.89,0.81
RUN_452,22,Female,Running,50.72,85.6,60.78,50,189,0.98,64,315.5,,82.11,74.68,88.81,0.44
RUN_453,26,Male,Running,59.12,65.85,66.52,53,170,1.07,66,308.29,,55.6,76.04,93.45,0.65
RUN_454,23,Male,Running,76.66,98.98,74.49,42,180,1.18,62,261.38,,91.64,56.73,62.49,0.16
RUN_455,30,Female,Running,52.85,52.07,72.06,48,174,1.5,72,372.29,,57.22,88.75,87.01,0.69
RUN_456,28,Male,Running,68.96,98.34,78.88,44,176,0.95,71,513.79,,86.66,67.39,65.36,0.73
RUN_457,18,Male,Running,49.96,82.0,65.78,53,182,0.89,65,484.84,,64.64,51.58,77.24,0.8
RUN_458,34,Female,Running,57.39,98.23,62.12,46,192,1.22,93,560.13,,63.0,83.83,59.54,0.82
RUN_459,23,Male,Running,56.24,83.4,71.08,51,175,1.4,74,342.3,,91.06,91.49,57.3,0.44
RUN_460,20,Male,Running,77.8,118.41,75.73,57,182,1.25,77,428.89,,77.61,95.91,96.77,0.9
RUN_461,33,Female,Running,59.98,73.43,76.86,50,175,1.04,62,506.61,,60.27,83.72,77.36,0.98
RUN_462,30,Male,Running,69.17,118.78,78.04,48,184,1.48,81,559.27,,50.13,59.56,50.23,0.98
RUN_463,29,Male,Running,66.09,54.55,76.46,50,177,1.5,94,548.7,,98.65,79.49,89.67,0.59
RUN_464,28,Male,Running,49.94,97.86,67.37,57,180,1.34,87,386.21,,71.57,95.59,84.54,0.56
RUN_465,19,Female,Running,77.88,81.8,82.94,41,179,1.36,71,562.74,,69.87,67.53,66.29,0.46
RUN_466,25,Male,Running,57.11,107.55,62.63,59,178,1.33,60,377.62,,52.52,97.67,73.2,0.3
RUN_467,30,Male,Running,46.57,105.27,65.95,52,173,0.98,95,561.13,,94.72,54.88,72.49,0.33
RUN_468,31,Male,Running,55.52,106.01,82.18,54,183,0.91,89,510.79,,57.03,86.4,63.74,0.22
RUN_469,32,Male,Running,56.75,56.63,68.39,47,173,1.19,82,288.66,,66.77,56.0,99.03,0.96
RUN_470,34,Male,Running,48.25,107.57,74.8,44,193,1.47,96,571.87,,71.06,89.94,77.19,0.62
RUN_471,32,Female,Running,66.7,64.98,69.82,44,184,1.41,87,296.99,,90.51,54.88,94.86,0.93
RUN_472,27,Male,Running,57.14,51.8,75.21,46,190,0.87,64,563.37,,67.97,66.29,79.27,0.39
RUN_473,18,Female,Running,67.02,65.24,70.4,51,179,0.84,95,446.04,,76.57,88.84,84.51,0.3
RUN_474,29,Male,Running,45.24,83.55,89.83,59,183,1.41,69,466.95,,71.44,73.01,51.48,0.13
RUN_475,26,Female,Running,79.37,101.95,70.72,51,194,1.23,64,243.73,,65.59,94.13,75.59,0.3
RUN_476,22,Male,Running,50.97,65.3,78.81,48,175,1.01,73,226.3,,97.32,70.09,86.06,0.89
RUN_477,32,Female,Running,68.08,57.91,86.65,43,185,1.19,83,587.34,,89.84,99.75,56.09,0.58
RUN_478,20,Male,Running,70.05,95.22,79.14,47,194,0.96,87,334.77,,58.72,50.93,83.92,0.45
RUN_479,24,Male,Running,51.01,118.87,76.98,58,181,1.46,80,537.75,,77.74,84.8,54.21,0.57
RUN_480,24,Male,Running,48.91,92.06,77.08,40,197,1.38,99,481.79,,89.83,95.79,90.35,0.89
RUN_481,24,Male,Running,50.34,98.37,74.89,50,173,1.47,71,441.66,,78.99,76.8,98.89,0.19
RUN_482,19,Female,Running,53.64,89.28,84.23,52,170,0.93,79,474.08,,74.69,99.43,81.34,0.97
RUN_483,19,Male,Running,50.89,104.76,61.51,57,199,1.39,91,235.75,,53.6,85.4,53.85,0.67
RUN_484,29,Male,Running,68.59,118.31,86.55,59,173,1.19,97,364.96,,55.3,71.48,79.34,0.86
RUN_485,22,Male,Running,59.73,88.09,77.59,49,194,1.03,99,442.83,,62.26,75.77,87.04,0.53
